fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt,dep_lat,dep_lon,arr_lat,arr_lon
ALEKSEY ANICHKIN,Barentshavet,Kirkenes,2022-01-21 08:00:00+00:00,2022-01-22 12:44:00+00:00,74.3478217,37.809937,69.7271478,30.0448971
SVEALAND,Ålesund,Husøy - Karmøy,2022-01-22 16:00:00+00:00,2022-01-23 15:00:00+00:00,62.4802363,6.5550739,59.3403428,5.3070642
FALKFJORD,Mandal,Skogn,2022-01-22 01:25:00+00:00,2022-01-24 00:35:00+00:00,58.0268181,7.4534802,63.7038577,11.1923998
BRUSE,Moss,Slagentangen,2022-01-21 09:35:00+00:00,2022-01-21 11:40:00+00:00,59.4146674,10.6596578,59.3155488,10.5271409
VESLEO II,Strømstad,Skjærhalden,2022-01-22 08:00:00+00:00,2022-01-22 09:00:00+00:00,58.9377567,11.1736096,59.0252713,11.0368478
SCAN FJORD,Alta,Glomfjord,2022-01-23 16:45:00+00:00,2022-01-26 08:50:00+00:00,55.001251,-115.002136,66.8122881,13.9493751
FEDERAL FRASER,Quebec,Kristiansand,2022-01-14 18:18:00+00:00,2022-01-25 00:12:00+00:00,52.4760892,-71.8258668,58.0856276,7.931858
SJOVIK,Sirevåg,Sirevåg,2022-01-20 14:31:00+00:00,2022-01-21 16:31:00+00:00,58.5037462,5.801803,58.5037462,5.801803
NORMAND ARCTIC,Husøy - Karmøy,Dusavik,2022-01-21 23:05:00+00:00,2022-01-22 02:20:00+00:00,59.3403428,5.3070642,58.9971222,5.6656063
LEIRO,Nyborg,Kristiansand,2022-01-21 19:00:00+00:00,2022-01-22 23:30:00+00:00,55.3098281,10.7976604,58.0856276,7.931858
AQUA HOMBOROY,Aure,Frøysjøen,2022-01-21 17:20:00+00:00,2022-01-22 08:00:00+00:00,49.2738492,4.6348427,61.777507,5.0461575
BØEMMELBAS,Barentshavet,Hammerfest,2022-01-21 18:05:00+00:00,2022-01-22 07:00:00+00:00,74.3478217,37.809937,70.6413392,23.8360801
IMPERATOR,Hausvikstrand,Den Helder,2022-01-21 19:45:00+00:00,2022-01-23 11:16:00+00:00,58.0411441,6.9850481,52.9529894,4.8267592
GULLHA,Oslo,Svelvik,2022-01-22 05:00:00+00:00,2022-01-22 09:45:00+00:00,59.9133301,10.7389701,59.6135205,10.4091066
NORA THOMSEN,Storøya Øst,Hirtshals,2022-01-23 10:00:00+00:00,2022-01-23 22:59:00+00:00,,,57.5908031,9.9649737
VIKING QUEEN,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-21 23:30:00+00:00,2022-01-22 09:00:00+00:00,61.6079804,5.0674224,,
COEY VIKING,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-22 13:15:00+00:00,2022-01-23 01:00:00+00:00,61.6079804,5.0674224,,
SAMSKIP COMMANDER,Alvika,Rotterdam,2022-01-26 02:35:00+00:00,2022-01-28 12:20:00+00:00,62.4845396,6.403646,51.9244424,4.47775
JSP CARLA,Gdynia,Moss,2022-01-22 09:00:00+00:00,2022-01-23 21:00:00+00:00,54.5164982,18.5402738,59.4146674,10.6596578
EDDA FRENDE,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-22 22:00:00+00:00,2022-01-23 05:00:00+00:00,61.6079804,5.0674224,,
GULLBERG,Skålevik,Barentshavet,2022-01-23 00:13:00+00:00,2022-01-25 23:03:00+00:00,58.0808745,8.0174893,74.3478217,37.809937
AQUA SKILSOY,Eggesbønes,Måløy,2022-01-22 19:20:00+00:00,2022-01-22 23:15:00+00:00,62.321442,5.655779,61.9336888,5.1129133
SIDDIS SAILOR,Nordsjøen,Risavika,2022-01-23 09:01:00+00:00,2022-01-23 19:00:00+00:00,56.00276,3.000129,58.9266035,5.598135
HAVGLANS,Torangsvåg,Sture,2022-01-23 08:17:00+00:00,2022-01-23 11:30:00+00:00,60.1135893,5.1533597,44.08056,16.61222
ISLAND CHIEFTAIN,Tananger,Dusavik,2022-01-23 12:00:00+00:00,2022-01-23 14:00:00+00:00,58.9359135,5.5864225,58.9971222,5.6656063
NORMAND SEARCHER,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-23 14:30:00+00:00,2022-01-23 22:30:00+00:00,,,,
WITH MARINE,Vikan - Smøla,Valsneset,2022-01-24 20:00:00+00:00,2022-01-25 01:00:00+00:00,63.3800372,8.1955097,63.820758,9.636737
FAEROYSUND,Tjøtta,Herøysundet,2022-01-23 07:50:00+00:00,2022-01-23 10:40:00+00:00,65.8377176,12.4590643,59.9234537,5.798846
HOVDEN VIKING,Nordsjøen,Selje,2022-01-23 16:40:00+00:00,2022-01-23 17:50:00+00:00,56.00276,3.000129,62.044272,5.3474511
EDDA FRENDE,Offshoreinst. Nordsjøen,Botnaneset - Flora,2022-01-23 20:00:00+00:00,2022-01-24 01:00:00+00:00,,,61.6079804,5.0674224
SOFIA,Horten,Skattkärr,2022-01-27 17:25:00+00:00,2022-01-29 00:00:00+00:00,59.4101728,10.4437392,59.4133819,13.674373
OLYMPIC ENERGY,Offshoreinst. Nordsjøen,Dusavik,2022-01-23 20:15:00+00:00,2022-01-24 08:00:00+00:00,,,58.9971222,5.6656063
ROSTEIN,Botnhamn,Skjervøy,2022-01-23 07:45:00+00:00,2022-01-23 15:25:00+00:00,69.5082193,17.9028281,70.1709973,20.6989897
AKOFS SEAFARER,Kristiansund,Botnaneset - Flora,2022-01-24 09:00:00+00:00,2022-01-25 06:30:00+00:00,63.2168194,7.545259,61.6079804,5.0674224
KAPITAN DURACHENKO,Tromsø,Tromsø,2022-01-26 16:30:00+00:00,2022-01-26 17:00:00+00:00,69.6516345,18.9558585,69.6516345,18.9558585
NORMAND FALNES,Florø,Offshoreinst. Nordsjøen,2022-01-25 05:00:00+00:00,2022-01-25 10:00:00+00:00,61.6002583,5.0349596,,
RONJA SUND,Kvitsøy,Finnøy,2022-01-24 21:05:00+00:00,2022-01-24 23:10:00+00:00,59.0084193,5.2813125,59.2012045,5.8023297
BOURBON MONSOON,Nordsjøen,Sløvåg Industriområde,2022-01-24 22:00:00+00:00,2022-01-25 04:30:00+00:00,56.00276,3.000129,,
EDDA FRENDE,Offshore,Botnaneset - Flora,2022-01-25 12:15:00+00:00,2022-01-25 17:00:00+00:00,33.5762077,-117.8266011,61.6079804,5.0674224
EF AVA,Fredrikstad,Immingham,2022-01-26 21:00:00+00:00,2022-01-28 07:00:00+00:00,59.1862012,10.8680241,53.6159963,-0.2136727
BERGEN LNG,Kleppestø,Bergen,2022-01-25 12:00:00+00:00,2022-01-25 13:00:00+00:00,60.4084337,5.2276317,60.3943055,5.3259192
ALICE,Herøya,Valberg - Kragerø,2022-01-30 20:25:00+00:00,2022-01-31 04:30:00+00:00,60.1031064,10.3180849,58.8845451,9.4188321
CROWN SEAWAYS,Frederikshavn,Oslo,2022-01-25 22:45:00+00:00,2022-01-26 08:39:00+00:00,57.4412134,10.5336225,59.9133301,10.7389701
SEA-CARGO EXPRESS,Mongstadbase,Botnaneset - Flora,2022-01-26 09:30:00+00:00,2022-01-26 15:20:00+00:00,,,61.6079804,5.0674224
HARALD MARTIN,Bjarkøy,Stokmarknes,2022-01-25 22:00:00+00:00,2022-01-26 09:00:00+00:00,68.9953736,16.5435064,68.5670003,14.9133484
CHIEF,Mosjøen,Rørvik,2022-01-24 13:15:00+00:00,2022-01-24 22:45:00+00:00,65.8375342,13.1892098,64.8615745,11.2379128
HORDAFOR VII,Salthella,Sandnessjøen,2022-01-26 04:00:00+00:00,2022-01-27 22:30:00+00:00,60.2319361,6.5667918,66.0215451,12.6317232
JUANITA,Sløvåg Industriområde,Mongstadbase,2022-01-26 16:50:00+00:00,2022-01-26 17:30:00+00:00,,,,
FALKSUND,Bergen,Jelsa,2022-01-26 14:00:00+00:00,2022-01-27 01:50:00+00:00,60.3943055,5.3259192,43.1608097,16.6931431
ELBSAILOR,Bremerhaven,Oslo,2022-01-30 14:00:00+00:00,2022-01-31 17:18:00+00:00,53.5505392,8.5851945,59.9133301,10.7389701
RONJA KVALOY,Vikan - Smøla,Aure,2022-01-26 09:00:00+00:00,2022-01-26 14:00:00+00:00,63.3800372,8.1955097,49.2738492,4.6348427
AN HAI WAN,Skålevik,Le Havre,2022-01-28 06:30:00+00:00,2022-01-31 01:00:00+00:00,58.0808745,8.0174893,49.4938975,0.1079732
COEY VIKING,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-27 19:45:00+00:00,2022-01-28 05:00:00+00:00,61.6079804,5.0674224,,
BOXER,Drammen,Brevik,2022-01-26 08:07:00+00:00,2022-01-26 17:00:00+00:00,59.6964936,10.175642,59.3474836,18.2043939
ROSLAGEN,Høyanger,Sløvåg Industriområde,2022-01-26 10:50:00+00:00,2022-01-26 16:30:00+00:00,61.1254821,5.8141394,,
FAEROYSUND,Sørarnøy,Mårnes,2022-01-25 19:25:00+00:00,2022-01-25 23:10:00+00:00,67.1363084,13.9673136,46.8563896,-0.0194526
NCL AVEROY,Salten,Orkanger,2022-01-28 10:20:00+00:00,2022-01-29 10:48:00+00:00,56.0836884,9.5686653,63.304819,9.8496676
SILVER FIRDA,Måløy,Selje,2022-01-27 18:00:00+00:00,2022-01-27 20:00:00+00:00,61.9336888,5.1129133,62.044272,5.3474511
STOLT SANDPIPER,Kristiansand,Sarpsborg,2022-01-30 06:00:00+00:00,2022-01-30 18:00:00+00:00,58.0856276,7.931858,59.254955,11.2297811
ST SARA,Rotterdam,Fonnesflaket Ankring,2022-01-22 05:30:00+00:00,2022-01-24 11:00:00+00:00,51.9244424,4.47775,,
SKANDI MAROY,Ekofisk,Risavika,2022-01-23 17:00:00+00:00,2022-01-24 07:00:00+00:00,56.5470118,3.2175015,58.9266035,5.598135
SEAGAS LOYALTY,Kårstø,Amsterdam,2022-01-25 15:35:00+00:00,2022-01-25 21:30:00+00:00,59.279274,5.524468,52.3730796,4.8924534
ICE,Stord base,Kalundborg,2022-01-24 11:00:00+00:00,2022-01-25 21:00:00+00:00,,,55.6833793,11.0993619
FRAMFJORD,Tananger,Botnaneset - Flora,2022-01-24 01:20:00+00:00,2022-01-24 18:50:00+00:00,58.9359135,5.5864225,61.6079804,5.0674224
WILSON AMSTERDAM,Svelgen,Gudvangen,2022-01-27 11:30:00+00:00,2022-01-28 01:00:00+00:00,61.7683359,5.2906103,60.8791085,6.8396298
WILSON CAEN,Thamshamn,Monstad,2022-01-25 19:45:00+00:00,2022-01-27 15:50:00+00:00,63.3186334,9.8765769,63.9616394,10.194907
EDDA FRENDE,Botnaneset - Flora,Rekstafjorden,2022-01-24 15:45:00+00:00,2022-01-24 16:50:00+00:00,61.6079804,5.0674224,61.5464225,4.7859188
BELTNES,Northfleet,Jelsa,2022-01-23 17:00:00+00:00,2022-01-25 15:20:00+00:00,51.4459453,0.3239669,43.1608097,16.6931431
NYVING,Husøy - Karmøy,Os,2022-01-23 14:00:00+00:00,2022-01-23 21:00:00+00:00,59.3403428,5.3070642,43.3890851,-0.6150563
BENEDIKT,Kristiansand,Antwerpen,2022-01-27 10:12:00+00:00,2022-01-29 09:00:00+00:00,58.0856276,7.931858,51.2211097,4.3997081
SNP WIND,Kolobrzeg,Sölvesborg,2022-01-23 22:15:00+00:00,2022-01-24 10:25:00+00:00,54.1759614,15.5764209,56.0506535,14.5871906
PATNOS,Mongstad,Göteborg,2022-01-27 18:10:00+00:00,2022-01-29 11:00:00+00:00,60.797934,5.011611,57.7072326,11.9670171
NORMAND SUN,Dusavik,Offshoreinst. Nordsjøen,2022-01-24 16:00:00+00:00,2022-01-25 04:00:00+00:00,58.9971222,5.6656063,,
EIDSVAAG MARIN,Stavanger Øst,Gunhildvågen,2022-01-24 13:00:00+00:00,2022-01-26 02:00:00+00:00,58.9694029,5.7579687,61.5855145,5.0112195
MISTRAL,Helsingborg,Oslo,2022-01-25 20:00:00+00:00,2022-01-26 13:30:00+00:00,56.0442098,12.703706,59.9133301,10.7389701
REM ART ,Kristiansund,Offshoreinst Halten-Helgeland,2022-01-24 15:30:00+00:00,2022-01-25 17:00:00+00:00,63.2168194,7.545259,,
KAPRIFOL,Scrabster,Egersund,2022-01-24 21:00:00+00:00,2022-01-26 00:00:00+00:00,58.6110189,-3.554907,58.4515121,6.0007554
AASTIND,Eikefet,Ipswich,2022-01-28 09:30:00+00:00,2022-01-30 22:00:00+00:00,60.7028242,5.5489906,52.0579324,1.1528095
WITH FROHAVET,Risøyhamn,Harstad ,2022-01-25 13:30:00+00:00,2022-01-25 17:00:00+00:00,68.9719105,15.6383507,,
KYSTBUNKER II,Kvithylla,Kristiansund,2022-01-24 22:30:00+00:00,2022-01-25 06:00:00+00:00,63.560036,9.9079191,63.2168194,7.545259
NIDARO,Austvika,Bodø,2022-01-24 18:40:00+00:00,2022-01-25 06:00:00+00:00,66.1833682,13.2314267,67.3094783,13.915442
KYSTBUNKER,Ålesund,Måløy,2022-01-25 03:45:00+00:00,2022-01-25 11:45:00+00:00,62.4802363,6.5550739,61.9336888,5.1129133
RUBIN,Halsa Meløy,Stokmarknes,2022-01-24 19:15:00+00:00,2022-01-25 11:30:00+00:00,66.7437179,13.5771741,68.5670003,14.9133484
KRISTIANSUND,Sandstad,Hestvika,2022-01-25 11:00:00+00:00,2022-01-25 17:00:00+00:00,63.5247427,9.1040585,63.5667052,9.1956069
THUN EVOLVE,Kristiansand,Brofjorden,2022-01-27 09:00:00+00:00,2022-01-28 05:00:00+00:00,58.0856276,7.931858,58.3698792,11.4281457
NORWEGIAN GANNET,Hirtshals,Hausvikstrand,2022-01-25 17:00:00+00:00,2022-01-26 07:00:00+00:00,57.5908031,9.9649737,58.0411441,6.9850481
GASO JARL,Kristiansund,Visnes - Eide,2022-01-25 12:00:00+00:00,2022-01-25 14:00:00+00:00,63.2168194,7.545259,61.905453,6.7251242
REGGEBORG,Nesnaflaket Ankring,Mosjøen,2022-01-29 10:30:00+00:00,2022-01-29 14:45:00+00:00,,,65.8375342,13.1892098
CIMIL,Slagentangen,"Ukjent lokasjon, ukjent land",2022-01-28 03:12:00+00:00,2022-01-29 22:01:00+00:00,59.3155488,10.5271409,,
TAUMAR,Stranda,Ålesund,2022-01-25 16:10:00+00:00,2022-01-25 20:00:00+00:00,62.1678462,6.9302137,62.4802363,6.5550739
ODDA MARIE,Hull,Odda,2022-01-25 17:45:00+00:00,2022-01-28 11:40:00+00:00,53.7435722,-0.3394758,60.0679248,6.5469316
SIEM PRIDE,Kristiansund,Offshoreinst. Nordsjøen,2022-01-27 03:00:00+00:00,2022-01-28 22:00:00+00:00,63.2168194,7.545259,,
HAGLAND CARRIER ,Lyngdal,Hausvikstrand,2022-01-26 06:55:00+00:00,2022-01-26 07:40:00+00:00,58.1516995,7.0523045,58.0411441,6.9850481
CSL TRIMNES,Eikefet,København,2022-01-27 15:00:00+00:00,2022-01-29 07:00:00+00:00,60.7028242,5.5489906,55.6867243,12.5700724
REM HRIST,Offshoreinst. Nordsjøen,Dusavik,2022-01-26 03:45:00+00:00,2022-01-26 14:00:00+00:00,,,58.9971222,5.6656063
SVEASUND,Harstad ,Myre-Øksnes,2022-01-26 04:00:00+00:00,2022-01-26 12:30:00+00:00,,,68.9148944,15.0890843
NORWEGIAN GANNET,Hausvikstrand,Lillesand,2022-01-26 07:00:00+00:00,2022-01-26 11:00:00+00:00,58.0411441,6.9850481,58.1161123,8.4403257
KROSSFJORD,Eskifjørdur - Høfn,Nord-Atlanteren,2022-01-26 11:01:00+00:00,2022-01-26 12:30:00+00:00,,,40.0,-40.0
SCANTANK,Vikedal,Finnøy,2022-01-26 13:15:00+00:00,2022-01-26 17:30:00+00:00,59.4981186,5.9025945,59.2012045,5.8023297
NYSAND,Florvåg,Kollsnes Øst,2022-01-26 09:30:00+00:00,2022-01-26 11:26:00+00:00,60.420975,5.2384861,,
CABAL,Visnes - Eide,Kvernhusvika,2022-01-26 13:00:00+00:00,2022-01-27 00:00:00+00:00,61.905453,6.7251242,63.6372556,8.7999
FL STOROE,Kolding,Rekefjord,2022-01-27 16:30:00+00:00,2022-01-29 11:30:00+00:00,55.4894999,9.47905,58.3393981,6.260425
NORWEGIAN GANNET,Lillesand,Hirtshals,2022-01-26 15:30:00+00:00,2022-01-26 21:00:00+00:00,58.1161123,8.4403257,57.5908031,9.9649737
NS FRAYJA,Offshoreinst. Nordsjøen,Risavika,2022-01-26 18:00:00+00:00,2022-01-27 09:00:00+00:00,,,58.9266035,5.598135
SAMSKIP KVITNOS,Valsneset,Bodø,2022-01-27 03:25:00+00:00,2022-01-27 22:05:00+00:00,63.820758,9.636737,67.3094783,13.915442
SCANTANK,Storøya Øst,Finnøy,2022-01-27 09:06:00+00:00,2022-01-27 12:29:00+00:00,,,59.2012045,5.8023297
TAXIARCHIS MICHAIL,Halden,Stevns Pier,2022-01-28 19:00:00+00:00,2022-01-29 19:00:00+00:00,59.0680555,11.537191,55.3223706,12.4561984
NORMAND SIGMA,Husøy - Karmøy,Risavika,2022-01-27 13:00:00+00:00,2022-01-27 16:00:00+00:00,59.3403428,5.3070642,58.9266035,5.598135
TROMS ARCTURUS,Vestbase,Offshoreinst Halten-Helgeland,2022-01-27 15:00:00+00:00,2022-01-28 07:00:00+00:00,63.1059452,7.7994389,,
BULK BAHAMAS,Stettin,Narvik,2022-01-22 16:18:00+00:00,2022-01-30 03:00:00+00:00,53.4301818,14.5509623,68.4383796,17.4271978
RIX GULF,Valberg - Kragerø,Nakskov,2022-01-29 14:30:00+00:00,2022-01-30 19:00:00+00:00,58.8845451,9.4188321,54.8304979,11.1493517
ANMI,Amsterdam,Svelgen,2022-01-28 07:00:00+00:00,2022-02-02 09:00:00+00:00,52.3730796,4.8924534,61.7683359,5.2906103
VOLK ARKTIKI,Murmansk,Kirkenes,2022-01-27 13:00:00+00:00,2022-01-28 06:00:00+00:00,68.970665,33.07497,69.7271478,30.0448971
NORBAR ,Botnaneset - Flora,Storesund,2022-01-28 09:20:00+00:00,2022-01-29 03:00:00+00:00,61.6079804,5.0674224,60.316757,4.984269
BERGEN ENERGY,Bergen,Kleppestø,2022-01-27 17:00:00+00:00,2022-01-27 18:00:00+00:00,60.3943055,5.3259192,60.4084337,5.2276317
STEINAR OLAISEN,Visten,Lovund,2022-01-27 11:20:00+00:00,2022-01-27 16:15:00+00:00,59.6770248,13.3936133,66.3637329,12.3383562
SCANBIO DART,Skogn,Lysøysund,2022-01-27 16:00:00+00:00,2022-01-28 03:20:00+00:00,63.7038577,11.1923998,63.8851521,9.8733154
HELENE H ,Anfinnsletta,Tjeldsundet,2022-01-28 09:00:00+00:00,2022-01-28 13:00:00+00:00,,,68.5583758,16.329975
JSP SLEIPNER,Risavika,Bergen,2022-01-30 20:00:00+00:00,2022-01-31 03:30:00+00:00,58.9266035,5.598135,60.3943055,5.3259192
CL ATLAS,Frierfjorden Ankring,Vlissingen,2022-01-30 17:00:00+00:00,2022-02-01 11:00:00+00:00,,,51.4480929,3.5697992
MYS SHELTINGA,Murmansk,Kirkenes,2022-01-28 17:00:00+00:00,2022-01-29 13:30:00+00:00,68.970665,33.07497,69.7271478,30.0448971
CRYSTAL LAVENDER,Antwerpen,Mongstad,2022-01-26 22:00:00+00:00,2022-01-29 15:00:00+00:00,51.2211097,4.3997081,60.797934,5.011611
SUPERSPEED 1,Kristiansand,Hirtshals,2022-01-25 15:30:00+00:00,2022-01-25 18:45:00+00:00,58.0856276,7.931858,57.5908031,9.9649737
KEY SUND,Fiskarstrand,Lovund,2022-01-26 20:26:00+00:00,2022-01-28 00:00:00+00:00,62.435491,6.287316,66.3637329,12.3383562
SUPERSPEED 2,Larvik,Hirtshals,2022-01-25 16:30:00+00:00,2022-01-25 20:15:00+00:00,59.0967308,10.02193,57.5908031,9.9649737
SILLE MARIE,Tromsø,Barentshavet,2022-01-25 17:00:00+00:00,2022-01-26 03:00:00+00:00,69.6516345,18.9558585,74.3478217,37.809937
ROSTEIN,Alta,Alta,2022-01-25 13:40:00+00:00,2022-01-25 15:00:00+00:00,55.001251,-115.002136,55.001251,-115.002136
RO MASTER,Herøy ferjekai,Brønnøysund,2022-01-25 01:30:00+00:00,2022-01-25 07:00:00+00:00,65.9682415,12.2874316,65.4748755,12.2116394
HELENE H ,Tromsø,Vannøy,2022-01-26 02:00:00+00:00,2022-01-26 06:00:00+00:00,69.6516345,18.9558585,36.3134631,-81.2731477
TROMS POLLUX,Rypefjord,Offshoreinst. Barentshavet,2022-01-26 08:00:00+00:00,2022-01-26 23:00:00+00:00,70.6412939,23.6718242,,
IT INFINITY,Frederikshavn,Fjellstrand,2022-01-25 22:45:00+00:00,2022-01-27 17:50:00+00:00,57.4412134,10.5336225,59.7979477,10.6153616
ENERGIZER,Fredrikstad,Rotterdam,2022-01-30 17:00:00+00:00,2022-02-01 01:00:00+00:00,59.1862012,10.8680241,51.9244424,4.47775
SULE VIKING,Göteborg,Falkenberg,2022-01-26 16:00:00+00:00,2022-01-27 05:35:00+00:00,57.7072326,11.9670171,56.904894,12.4912926
KRISTOFFER TRONDS,Sunde,Vindafjord,2022-01-26 16:05:00+00:00,2022-01-26 23:20:00+00:00,59.8359038,5.7114821,59.5811216,5.7581985
NACC ANTIGUA,Skagen,Kjøpsvik,2022-01-26 17:30:00+00:00,2022-01-29 08:00:00+00:00,57.7259703,10.5844602,68.0973005,16.3786373
ASPER VICTORIA,Haugesund,Alvheim,2022-01-25 15:45:00+00:00,2022-01-26 08:30:00+00:00,59.4682478,5.0827612,60.602058,4.8003333
BJORG PAULINE,Stokmarknes,Torsken,2022-01-26 13:15:00+00:00,2022-01-26 20:00:00+00:00,68.5670003,14.9133484,69.3520444,17.0457813
SAPPHIRE II,Murmansk,Kirkenes,2022-01-25 23:00:00+00:00,2022-01-27 06:00:00+00:00,68.970665,33.07497,69.7271478,30.0448971
STORNES,Ålesund,Ålesund,2022-01-26 22:00:00+00:00,2022-01-26 22:59:00+00:00,62.4802363,6.5550739,62.4802363,6.5550739
FALKVIK,Dimmelsvik,Fjellstrand,2022-01-26 18:10:00+00:00,2022-01-26 20:35:00+00:00,59.9535532,5.9756773,59.7979477,10.6153616
DONNLAND,Nordfold,Bogøy,2022-01-26 16:00:00+00:00,2022-01-26 20:00:00+00:00,67.762175,15.2269226,67.9032889,15.1831418
NIDARO,Tomma,Bodø,2022-01-26 04:35:00+00:00,2022-01-26 13:00:00+00:00,66.2566165,12.8006542,67.3094783,13.915442
STORNES,Ålesund,Brattvåg,2022-01-27 10:30:00+00:00,2022-01-27 12:30:00+00:00,62.4802363,6.5550739,62.599812,6.444248
NYSAND,Skogsvåg,Kollsnes Øst,2022-01-26 18:15:00+00:00,2022-01-26 20:50:00+00:00,60.2617323,5.110015,,
ENERGY SWAN,Stavanger,Risavika,2022-01-27 14:00:00+00:00,2022-01-27 16:45:00+00:00,58.9699675,5.7318101,58.9266035,5.598135
REM ART ,Kristiansund,Offshoreinst Halten-Helgeland,2022-01-27 15:00:00+00:00,2022-01-28 06:00:00+00:00,63.2168194,7.545259,,
RIGNATOR,Hanøytangen,Gunhildvågen,2022-01-27 17:00:00+00:00,2022-01-28 03:00:00+00:00,60.4415802,5.1042208,61.5855145,5.0112195
AQUA FJELL,Florø,Ålesund,2022-01-27 09:00:00+00:00,2022-01-27 20:40:00+00:00,61.6002583,5.0349596,62.4802363,6.5550739
SUPERSPEED 1,Hirtshals,Kristiansand,2022-01-27 19:45:00+00:00,2022-01-27 23:00:00+00:00,57.5908031,9.9649737,58.0856276,7.931858
PEARL SEAWAYS,Frederikshavn,Oslo,2022-01-28 22:45:00+00:00,2022-01-29 08:12:00+00:00,57.4412134,10.5336225,59.9133301,10.7389701
HAVDRON,Nordsjøen,Seydisfjørdur,2022-01-28 09:11:00+00:00,2022-01-28 11:00:00+00:00,56.00276,3.000129,65.2598475,-14.0049009
WILSON NARVIK,Leirpollen,Finnfjordbotn,2022-01-31 00:30:00+00:00,2022-02-01 06:15:00+00:00,68.2917957,16.4323886,69.2353564,18.0926598
WILSON AMSTERDAM,Byggnes - Karmøy,Bremen,2022-01-30 16:00:00+00:00,2022-02-02 06:00:00+00:00,59.3005787,5.3017922,53.0758196,8.8071646
HORDAFOR VII,Sandnessjøen,Lovund,2022-01-28 11:45:00+00:00,2022-01-28 14:00:00+00:00,66.0215451,12.6317232,66.3637329,12.3383562
MARIETJE MARSILLA,Falkeidflæet Ankring,Sauda,2022-01-31 13:00:00+00:00,2022-01-31 17:20:00+00:00,,,59.704566,6.4620938
HAGLAND SAGA,Hausvikstrand,Lyngdal,2022-01-28 23:50:00+00:00,2022-01-29 01:10:00+00:00,58.0411441,6.9850481,58.1516995,7.0523045
MARK LIUBOVSKII,Ålesund,Ålesund,2022-01-31 16:30:00+00:00,2022-01-31 16:55:00+00:00,62.4802363,6.5550739,62.4802363,6.5550739
SVARTFOSS,Ålesund,Alvika,2022-01-29 23:00:00+00:00,2022-01-31 00:00:00+00:00,62.4802363,6.5550739,62.4845396,6.403646
BB SERVER,Sauda,Leirvik,2022-01-28 05:00:00+00:00,2022-01-28 16:00:00+00:00,59.704566,6.4620938,59.7809398,5.5005712
SUPERSPEED 1,Larvik,Hirtshals,2022-01-28 18:00:00+00:00,2022-01-28 21:45:00+00:00,59.0967308,10.02193,57.5908031,9.9649737
BAUS,Fredrikstad,Langøya,2022-01-28 18:35:00+00:00,2022-01-29 00:00:00+00:00,59.1862012,10.8680241,68.8000809,15.2040085
VIKTORIA LADY,Stokksund,Siholmen,2022-01-24 18:00:00+00:00,2022-01-25 00:00:00+00:00,62.3038616,5.7274569,63.7382073,8.8362087
EIDSVAAG OMEGA,Kirkenes,Tromsø Reden,2022-01-29 16:00:00+00:00,2022-01-31 06:30:00+00:00,69.7271478,30.0448971,,
AQUA SKILSOY,Askvoll,Eggesbønes,2022-01-28 14:25:00+00:00,2022-01-28 22:55:00+00:00,61.3537424,4.6796806,62.321442,5.655779
SVARTFOSS,Sortland,Melbu,2022-01-27 22:59:00+00:00,2022-01-28 00:30:00+00:00,68.767296,15.3679179,36.6403282,5.3626372
HOLMFOSS,Hammerfest,Båtsfjord,2022-01-27 17:00:00+00:00,2022-01-28 03:30:00+00:00,70.6413392,23.8360801,70.6142761,30.3274063
MARFAAM,Drammen,København,2022-01-29 03:00:00+00:00,2022-01-29 17:00:00+00:00,59.6964936,10.175642,55.6867243,12.5700724
TAUPIRI,Freifjorden 1 Ankring,Eggesbønes,2022-01-27 15:40:00+00:00,2022-01-28 01:30:00+00:00,,,62.321442,5.655779
TRANS CARRIER,Høyanger,Sunndalsøra,2022-01-28 09:05:00+00:00,2022-01-29 07:00:00+00:00,61.1254821,5.8141394,62.6568743,8.6810432
VIMA,Storebø,Ålesund,2022-01-28 23:15:00+00:00,2022-01-29 14:00:00+00:00,60.0961406,5.2247435,62.4802363,6.5550739
FEED HALTEN,Fiskå - Strand,Etne,2022-01-28 20:30:00+00:00,2022-01-29 05:00:00+00:00,59.1148216,6.0025029,59.7985899,6.294995
BALTIC AMELIE,Farsund,Håvik,2022-01-28 10:20:00+00:00,2022-01-28 20:30:00+00:00,58.0387373,6.5848274,59.3199898,5.2893224
SEVEN ATLANTIC,Dusavik,Boknafjorden,2022-01-29 13:15:00+00:00,2022-01-29 15:00:00+00:00,58.9971222,5.6656063,59.131568,5.4883569
ZUZANNA,Holmestrand,Svelvik,2022-01-28 11:50:00+00:00,2022-01-28 13:00:00+00:00,59.5591252,10.1531702,59.6135205,10.4091066
SILVER BREEZE,Senjahopen,Tromsø,2022-01-31 19:30:00+00:00,2022-01-31 23:10:00+00:00,69.4958812,17.4859909,69.6516345,18.9558585
