fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt,dep_lat,dep_lon,arr_lat,arr_lon
LADY HESTIA,Arkhangelsk,Honningsvåg,2022-01-08 11:25:00+00:00,2022-01-12 01:00:00+00:00,64.543022,40.537121,70.9802638,25.977841
ROSTEIN,Hammerfest,Kvalfjord,2022-01-09 13:25:00+00:00,2022-01-09 17:00:00+00:00,70.6413392,23.8360801,64.9036244,11.0522674
KROSSFJORD,Måløy,Manger,2022-01-10 15:48:00+00:00,2022-01-10 22:30:00+00:00,61.9336888,5.1129133,-5.8473447,143.5149059
WITH HARVEST,Valsneset,Ågotnes,2022-01-10 18:00:00+00:00,2022-01-12 09:45:00+00:00,63.820758,9.636737,60.4042983,5.0024982
ICE,Ålesund,Stord base,2022-01-10 23:10:00+00:00,2022-01-11 17:50:00+00:00,62.4802363,6.5550739,,
BJORG PAULINE,Dyrøyhamn,Stokmarknes,2022-01-10 23:30:00+00:00,2022-01-11 10:00:00+00:00,69.0115172,17.4347793,68.5670003,14.9133484
ROSTEIN,Øksfjord,Alta,2022-01-10 10:50:00+00:00,2022-01-10 14:50:00+00:00,70.2394948,22.3505275,55.001251,-115.002136
SVEASUND,Bergeneset,Borkenes,2022-01-11 02:25:00+00:00,2022-01-11 15:00:00+00:00,69.2367639,19.3599972,68.7726305,16.1715549
SPJAERINGEN,Skagen,Fredrikstad,2022-01-11 09:10:00+00:00,2022-01-11 20:01:00+00:00,57.7259703,10.5844602,59.1862012,10.8680241
ALFERAS,Kirkenes,Barentshavet,2022-01-13 13:30:00+00:00,2022-01-14 11:00:00+00:00,69.7271478,30.0448971,74.3478217,37.809937
NORJARL,Kvinesdal,Mandal,2022-01-11 16:30:00+00:00,2022-01-11 23:30:00+00:00,58.5181307,6.953961,58.0268181,7.4534802
BJUGNFJORD,Glatved Strand,Horsens,2022-01-11 19:00:00+00:00,2022-01-12 05:00:00+00:00,56.3040521,10.8615819,55.8611696,9.8444774
SIEM SYMPHONY,Offshoreinst. Nordsjøen,Risavika,2022-01-12 00:10:00+00:00,2022-01-12 12:00:00+00:00,,,58.9266035,5.598135
TAUPO,Lekaflaket Ankring,Kvernhusvika,2022-01-02 17:05:00+00:00,2022-01-03 05:10:00+00:00,,,63.6372556,8.7999
STORNES,Elnesvågen,Lessremman,2022-01-15 16:00:00+00:00,2022-01-16 15:00:00+00:00,62.8533303,7.1550965,,
JOHAN HJORT,Hanstholm,Bergen,2022-01-12 17:00:00+00:00,2022-01-13 21:00:00+00:00,57.1150165,8.6144947,60.3943055,5.3259192
TENOR,Mandal,Nordsjøen,2022-01-12 12:13:00+00:00,2022-01-12 22:14:00+00:00,58.0268181,7.4534802,56.00276,3.000129
FEED STAVANGER,Glomfjord,Kambo,2022-01-12 09:00:00+00:00,2022-01-18 16:55:00+00:00,66.8122881,13.9493751,59.4776453,10.6923218
GERDA MARIE,Manger,Torangsvåg,2022-01-12 14:35:00+00:00,2022-01-12 20:30:00+00:00,-5.8473447,143.5149059,60.1135893,5.1533597
KYRAKATINGO,Rotterdam,Sture,2022-01-11 15:00:00+00:00,2022-01-14 15:42:00+00:00,51.9244424,4.47775,44.08056,16.61222
SC AHTELA,Lysekil,Risavika,2022-01-13 02:00:00+00:00,2022-01-14 13:00:00+00:00,58.2771735,11.4430987,58.9266035,5.598135
NORMAND SERENADE,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-12 19:30:00+00:00,2022-01-13 04:00:00+00:00,,,,
BERGENSFJORD,Hirtshals,Risavika,2022-01-13 19:00:00+00:00,2022-01-14 07:00:00+00:00,57.5908031,9.9649737,58.9266035,5.598135
BB COASTER,Leirvik,Husnes,2022-01-13 06:30:00+00:00,2022-01-13 08:00:00+00:00,59.7809398,5.5005712,59.8609617,5.7563039
SULA,Halsa Meløy,Hammerfall,2022-01-13 22:10:00+00:00,2022-01-14 07:20:00+00:00,66.7437179,13.5771741,67.4080089,15.5322067
NCL AVEROY,Ålesund,Ikornnes,2022-01-17 04:00:00+00:00,2022-01-17 06:12:00+00:00,62.4802363,6.5550739,62.3847263,6.5554555
NORMAND FERKING,Ågotnes,Mongstadbase,2022-01-13 09:45:00+00:00,2022-01-13 13:00:00+00:00,60.4042983,5.0024982,,
HANNAH KRISTINA,Rørvik,Kristiansund,2022-01-14 07:00:00+00:00,2022-01-14 19:00:00+00:00,64.8615745,11.2379128,63.2168194,7.545259
WILSON RHINE,Tyssedal,Randers,2022-01-14 14:20:00+00:00,2022-01-16 23:00:00+00:00,60.1163142,6.5590922,56.4617545,10.0371476
BERGEN STAR,Mongstad,Storesund,2022-01-13 19:00:00+00:00,2022-01-14 04:00:00+00:00,60.797934,5.011611,60.316757,4.984269
MARTIN H,Tromsø,Sørkjosen,2022-01-14 12:00:00+00:00,2022-01-14 19:00:00+00:00,69.6516345,18.9558585,69.7860232,20.9502985
GASO JARL,Dalasundet,Averøy,2022-01-13 07:00:00+00:00,2022-01-13 09:00:00+00:00,63.1242947,7.7745958,63.1371204,7.4323066
REMOY,Barentshavet,Barentshavet,2022-01-13 08:00:00+00:00,2022-01-13 21:00:00+00:00,74.3478217,37.809937,74.3478217,37.809937
BELTNES,Jelsa,Aabenraa,2022-01-15 02:00:00+00:00,2022-01-16 14:00:00+00:00,43.1608097,16.6931431,55.0446228,9.4209667
NYKSUND,Husøy - Karmøy,Hammarvika - Frøya,2022-01-13 07:00:00+00:00,2022-01-15 21:00:00+00:00,59.3403428,5.3070642,63.7019843,8.8150752
WILSON ONEGA,Salten,Mårnesskagen Ankring,2022-01-20 01:00:00+00:00,2022-01-20 05:00:00+00:00,56.0836884,9.5686653,,
AURORA EXPLORER,Tromsø,Tromsø,2022-01-13 08:00:00+00:00,2022-01-13 08:01:00+00:00,69.6516345,18.9558585,69.6516345,18.9558585
LILL,Herre,Randers,2022-01-15 12:05:00+00:00,2022-01-16 06:00:00+00:00,44.0071262,-0.024585,56.4617545,10.0371476
MISTRAL,Kristiansand,Antwerpen,2022-01-20 05:48:00+00:00,2022-01-21 11:00:00+00:00,58.0856276,7.931858,51.2211097,4.3997081
STAVANGERFJORD,Florø,Rekstafjorden,2022-01-16 08:40:00+00:00,2022-01-16 09:00:00+00:00,61.6002583,5.0349596,61.5464225,4.7859188
ROSTEIN,Uløybukt,Lauksundet,2022-01-12 13:40:00+00:00,2022-01-12 15:20:00+00:00,69.8595127,20.6842726,70.0928404,20.767593
AQUA FJELL,Hestvika,Kristiansund,2022-01-13 12:15:00+00:00,2022-01-13 18:00:00+00:00,63.5667052,9.1956069,63.2168194,7.545259
NORBAR ,Dusavik,Storesund,2022-01-13 20:15:00+00:00,2022-01-13 23:45:00+00:00,58.9971222,5.6656063,60.316757,4.984269
WITH HARVEST,Ombo,Valsneset,2022-01-13 16:05:00+00:00,2022-01-15 19:00:00+00:00,59.2613296,6.0131356,63.820758,9.636737
FFS AMARANTH,Egersund,Jøssingfjord,2022-01-14 08:00:00+00:00,2022-01-14 11:00:00+00:00,58.4515121,6.0007554,58.3176056,6.3443502
NORMAND MERMAID,Husøy - Karmøy,Offshoreinst. Nordsjøen,2022-01-20 19:05:00+00:00,2022-01-21 14:00:00+00:00,59.3403428,5.3070642,,
HARALD JOHAN,Manger,Barentshavet,2022-01-14 08:27:00+00:00,2022-01-16 20:00:00+00:00,-5.8473447,143.5149059,74.3478217,37.809937
BORNHOLM,Rostock,Bergen,2022-01-15 07:30:00+00:00,2022-01-18 03:45:00+00:00,54.0886707,12.1400211,60.3943055,5.3259192
FLUVIUS TAVY,Thamshamn,Hundested,2022-01-20 05:30:00+00:00,2022-01-22 19:00:00+00:00,63.3186334,9.8765769,55.9668501,11.8515494
ECO NEMESIS,Kårstø,Stanlow,2022-01-16 23:40:00+00:00,2022-01-19 13:00:00+00:00,59.279274,5.524468,53.2783095,-2.8411357
NORVEZHSKOE MORE,Brattvåg,Ålesund,2022-01-19 08:25:00+00:00,2022-01-19 10:35:00+00:00,62.599812,6.444248,62.4802363,6.5550739
STEIGEN,Bogøy,Skutvik - Hamarøy,2022-01-14 15:10:00+00:00,2022-01-15 07:30:00+00:00,67.9032889,15.1831418,68.0154117,15.3323268
BARENTS OCEAN,Langøya,Helsingborg,2022-01-14 22:00:00+00:00,2022-01-16 06:00:00+00:00,68.8000809,15.2040085,56.0442098,12.703706
BJORG PAULINE,Stokmarknes,Dyrøyhamn,2022-01-14 17:55:00+00:00,2022-01-15 06:00:00+00:00,68.5670003,14.9133484,69.0115172,17.4347793
BB COASTER,Husnes,Leirvik,2022-01-13 09:15:00+00:00,2022-01-13 10:45:00+00:00,59.8609617,5.7563039,59.7809398,5.5005712
REM COMMANDER,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-14 21:30:00+00:00,2022-01-15 20:00:00+00:00,61.6079804,5.0674224,,
FICARIA SEAWAYS,Brevik,Göteborg,2022-01-17 18:00:00+00:00,2022-01-18 00:00:00+00:00,59.3474836,18.2043939,57.7072326,11.9670171
SVEALAND,Trondheim,Namsos,2022-01-13 19:30:00+00:00,2022-01-14 15:20:00+00:00,63.4304475,10.3952118,64.4666372,11.3345047
VIKING ENERGY,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-15 20:35:00+00:00,2022-01-16 05:00:00+00:00,,,,
KNARRLAGSUND,Dunkirk,Mo i Rana,2022-01-15 15:00:00+00:00,2022-01-21 12:40:00+00:00,51.0347708,2.3772525,66.3110969,14.1386991
RO FJORD,Eggesbønes,Koparnes,2022-01-13 12:00:00+00:00,2022-01-13 17:00:00+00:00,62.321442,5.655779,62.1708981,5.6400867
ISLAND COMMANDER,Kristiansund,Averøy,2022-01-15 12:45:00+00:00,2022-01-15 13:30:00+00:00,63.2168194,7.545259,63.1371204,7.4323066
STADT SLØVÅG,Buefjorden,Skipavik-Gulen,2022-01-15 19:59:00+00:00,2022-01-16 06:45:00+00:00,61.247616,4.6980282,60.8526453,5.030247
INTER BARENTS,Hammerfest,Stjernsundet,2022-01-16 10:00:00+00:00,2022-01-16 15:00:00+00:00,70.6413392,23.8360801,70.2302092,22.7664178
KROSSOY,Måløy,Lanesgrunnen - Tromsø,2022-01-15 23:17:00+00:00,2022-01-17 23:17:00+00:00,61.9336888,5.1129133,69.6489,18.95508
CORALIUS,Risavika,Fredrikstad,2022-01-18 19:00:00+00:00,2022-01-19 19:18:00+00:00,58.9266035,5.598135,59.1862012,10.8680241
ROBRIS,Spildepollen,Bergen,2022-01-16 10:00:00+00:00,2022-01-16 13:00:00+00:00,60.240778,5.043256,60.3943055,5.3259192
SANDNES,Jelsa,Jelsa,2022-01-13 11:00:00+00:00,2022-01-13 12:00:00+00:00,43.1608097,16.6931431,43.1608097,16.6931431
AQUA HOMBOROY,Langevåg - Sula,Langevåg - Sula,2022-01-10 07:00:00+00:00,2022-01-10 11:00:00+00:00,62.4405047,6.1908603,62.4405047,6.1908603
SKANDI FLORA,Offshoreinst. Nordsjøen,Stavanger,2022-01-11 22:00:00+00:00,2022-01-12 10:00:00+00:00,,,58.9699675,5.7318101
NORMAND NALEY,Offshoreinst. Nordsjøen,Botnaneset - Flora,2022-01-11 18:30:00+00:00,2022-01-11 23:30:00+00:00,,,61.6079804,5.0674224
NORMAND SEARCHER,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-11 18:15:00+00:00,2022-01-11 22:00:00+00:00,,,,
BARENTS OCEAN,Langøya,Oslo,2022-01-12 04:00:00+00:00,2022-01-12 08:00:00+00:00,68.8000809,15.2040085,59.9133301,10.7389701
ECO GREEN,Rotterdam,Mongstad,2022-01-09 06:00:00+00:00,2022-01-13 08:00:00+00:00,51.9244424,4.47775,60.797934,5.011611
BB COASTER,Stavanger,Haugesund,2022-01-11 16:53:00+00:00,2022-01-11 20:18:00+00:00,58.9699675,5.7318101,59.4682478,5.0827612
SAMSKIP CHALLENGER,Hamburg,Risavika,2022-01-12 03:00:00+00:00,2022-01-13 14:15:00+00:00,53.550341,10.000654,58.9266035,5.598135
TRANS CARRIER,Årdalstangen,Sunndalsøra,2022-01-12 19:50:00+00:00,2022-01-14 09:50:00+00:00,61.236136,7.7025037,62.6568743,8.6810432
360 SUPPLIER,Larvik,Skien,2022-01-11 15:30:00+00:00,2022-01-11 20:00:00+00:00,59.0967308,10.02193,59.2662883,9.5311354
BONA SEA,Gjøsundet,Vormedal,2022-01-11 17:00:00+00:00,2022-01-12 18:00:00+00:00,,,59.3549161,5.3222465
NORBAR ,Storesund,Mongstadbase,2022-01-12 03:50:00+00:00,2022-01-12 15:00:00+00:00,60.316757,4.984269,,
SUPERSPEED 2,Hirtshals,Larvik,2022-01-11 21:15:00+00:00,2022-01-12 01:00:00+00:00,57.5908031,9.9649737,59.0967308,10.02193
BAARDSUND ,Gjermundshamn,Leirvik,2022-01-11 16:30:00+00:00,2022-01-11 19:30:00+00:00,60.0595092,5.9166868,59.7809398,5.5005712
RONJA SUND,Nedstrandsfjorden,Bømlo,2022-01-12 02:50:00+00:00,2022-01-12 08:45:00+00:00,59.3034079,5.7812115,59.8011502,5.1866408
ROBRIS,Larsnes,Førde,2022-01-12 17:00:00+00:00,2022-01-13 01:00:00+00:00,62.2068371,5.5716078,61.4521759,5.8571725
VESTAVIND,Egersund,Nordsjøen,2022-01-12 06:44:00+00:00,2022-01-12 12:15:00+00:00,58.4515121,6.0007554,56.00276,3.000129
HAV SKANDIC,Storesund,Jelsa,2022-01-12 10:25:00+00:00,2022-01-12 15:00:00+00:00,60.316757,4.984269,43.1608097,16.6931431
HORDAFOR VII,Bodø,Lovund,2022-01-12 13:50:00+00:00,2022-01-12 21:35:00+00:00,67.3094783,13.915442,66.3637329,12.3383562
KARELIA II,Murmansk,Kirkenes,2022-01-13 13:00:00+00:00,2022-01-14 06:30:00+00:00,68.970665,33.07497,69.7271478,30.0448971
NORMAND SIGMA,Risavika,Offshoreinst. Nordsjøen,2022-01-12 14:40:00+00:00,2022-01-13 02:00:00+00:00,58.9266035,5.598135,,
VESTBORG,Ålesund,Åheim,2022-01-12 17:00:00+00:00,2022-01-13 01:00:00+00:00,62.4802363,6.5550739,62.0360845,5.5306672
BERGENSFJORD,Bergen,Risavika,2022-01-12 15:28:00+00:00,2022-01-12 21:30:00+00:00,60.3943055,5.3259192,58.9266035,5.598135
SJOVIK,Kristiansand,Kristiansand,2022-01-09 18:03:00+00:00,2022-01-12 21:00:00+00:00,58.0856276,7.931858,58.0856276,7.931858
HAGLAND CAPTAIN,Uskedalen,Storesund,2022-01-13 03:00:00+00:00,2022-01-13 07:00:00+00:00,59.9344607,5.8662188,60.316757,4.984269
ASVAERFJORD,Ottersøy,Ottersøy,2022-01-13 02:30:00+00:00,2022-01-13 17:00:00+00:00,64.857639,11.287902,64.857639,11.287902
ØSTERBRIS,Torangsvåg,Salthella,2022-01-13 05:55:00+00:00,2022-01-13 07:00:00+00:00,60.1135893,5.1533597,60.2319361,6.5667918
GULLHA,Oslo,Svelvik,2022-01-13 15:05:00+00:00,2022-01-13 19:15:00+00:00,59.9133301,10.7389701,59.6135205,10.4091066
TROMS CASTOR,Dusavik,Sandnes,2022-01-13 15:10:00+00:00,2022-01-13 17:00:00+00:00,58.9971222,5.6656063,58.983132,6.394641
NYBO,Søvik,Midsund,2022-01-13 15:10:00+00:00,2022-01-13 17:00:00+00:00,60.212874,5.3841209,62.67386,6.6745516
KONGO STAR,Rotterdam,Mongstad,2022-01-12 19:48:00+00:00,2022-01-15 04:00:00+00:00,51.9244424,4.47775,60.797934,5.011611
ROSLAGEN,Seljestokken,Måløy,2022-01-13 20:15:00+00:00,2022-01-13 23:00:00+00:00,61.6744446,4.9721058,61.9336888,5.1129133
NIDARO,Tromsø,Blokken,2022-01-14 00:20:00+00:00,2022-01-14 14:00:00+00:00,69.6516345,18.9558585,73.8,-24.5383333
STEIGEN,Bogøy,Skutvik - Hamarøy,2022-01-13 19:20:00+00:00,2022-01-14 07:00:00+00:00,67.9032889,15.1831418,68.0154117,15.3323268
HORDAFOR III,Salthella,Hirtshals,2022-01-14 05:00:00+00:00,2022-01-15 05:00:00+00:00,60.2319361,6.5667918,57.5908031,9.9649737
NORMAND FERKING,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-14 06:00:00+00:00,2022-01-14 14:00:00+00:00,,,,
MORETIND,Flem,Vistdal,2022-01-14 06:00:00+00:00,2022-01-14 11:00:00+00:00,46.83705,9.28458,61.8716488,9.0027669
VARDEFJELL,Utskarpen Ankring,Halmstad,2022-01-14 09:00:00+00:00,2022-01-18 09:00:00+00:00,,,56.6739826,12.8574827
RONJA SUND,Bømlo,Storesund,2022-01-11 18:00:00+00:00,2022-01-11 21:00:00+00:00,59.8011502,5.1866408,60.316757,4.984269
RO SAILOR,Dalasundet,Sortland,2022-01-10 17:30:00+00:00,2022-01-12 04:30:00+00:00,63.1242947,7.7745958,68.767296,15.3679179
KOKSHAYSK,Kirkenes,Kirkenes,2022-01-14 20:00:00+00:00,2022-01-14 20:30:00+00:00,69.7271478,30.0448971,69.7271478,30.0448971
TAUPO,Lekaflaket Ankring,Kvernhusvika,2022-01-04 14:30:00+00:00,2022-01-05 02:15:00+00:00,,,63.6372556,8.7999
BAL BULK,Oslo,Langøya,2022-01-12 13:25:00+00:00,2022-01-12 17:45:00+00:00,59.9133301,10.7389701,68.8000809,15.2040085
THUN EMPOWER,Oslo,Mongstad,2022-01-14 15:05:00+00:00,2022-01-16 07:10:00+00:00,59.9133301,10.7389701,60.797934,5.011611
AMALIE,Botnaneset - Flora,Averøy,2022-01-12 10:10:00+00:00,2022-01-13 02:20:00+00:00,61.6079804,5.0674224,63.1371204,7.4323066
RIGNATOR,Moss,Gunhildvågen,2022-01-12 14:30:00+00:00,2022-01-14 10:00:00+00:00,59.4146674,10.6596578,61.5855145,5.0112195
LONGVIND,Eydehavn - Arendal,Kolding,2022-01-14 17:00:00+00:00,2022-01-15 09:00:00+00:00,58.4998259,8.8644089,55.4894999,9.47905
SAMSKIP CHALLENGER,Høgset,Holla,2022-01-15 04:25:00+00:00,2022-01-15 09:35:00+00:00,62.6602761,6.6582743,-24.2258,29.8475
HARVEST,Nordsjøen,Kvaløy,2022-01-12 10:41:00+00:00,2022-01-12 14:00:00+00:00,56.00276,3.000129,69.7021472,18.8014262
FJORDSTRAUM,Mongstadbase,Botnaneset - Flora,2022-01-15 16:30:00+00:00,2022-01-15 23:01:00+00:00,,,61.6079804,5.0674224
FEED ROGALAND,Kjøpsvik,Mo i Rana,2022-01-16 11:00:00+00:00,2022-01-17 19:00:00+00:00,68.0973005,16.3786373,66.3110969,14.1386991
BAL BULK,Langøya,Halden,2022-01-13 04:50:00+00:00,2022-01-13 11:50:00+00:00,68.8000809,15.2040085,59.0680555,11.537191
WILSON DUNDALK,Alta,Orkanger,2022-01-20 07:00:00+00:00,2022-01-31 18:15:00+00:00,55.001251,-115.002136,63.304819,9.8496676
STRAUMBAS,Barentshavet,Harøysundet,2022-01-13 09:04:00+00:00,2022-01-13 14:04:00+00:00,74.3478217,37.809937,62.8843357,6.9704219
KRABBSUND,Narvik,Antwerpen,2022-01-14 15:00:00+00:00,2022-01-21 11:00:00+00:00,68.4383796,17.4271978,51.2211097,4.3997081
ISLAND VALIANT,Bergen,Skålevik,2022-01-13 11:00:00+00:00,2022-01-13 12:00:00+00:00,60.3943055,5.3259192,58.0808745,8.0174893
BONTRUP AMSTERDAM,Dyrstad,Antwerpen,2022-01-23 16:35:00+00:00,2022-01-27 17:30:00+00:00,64.0759124,11.4743387,51.2211097,4.3997081
SPLITTNES,Rostock,Jelsa,2022-01-13 11:00:00+00:00,2022-01-15 20:55:00+00:00,54.0886707,12.1400211,43.1608097,16.6931431
NYBO,Ålesund,Søvik,2022-01-13 11:00:00+00:00,2022-01-13 11:45:00+00:00,62.4802363,6.5550739,60.212874,5.3841209
VERDI,Grenaa,Sarpsborg,2022-01-13 14:00:00+00:00,2022-01-15 15:30:00+00:00,56.4134419,10.8793137,59.254955,11.2297811
AQUA LADY,Bodø,Harstad ,2022-01-11 14:45:00+00:00,2022-01-12 19:00:00+00:00,67.3094783,13.915442,,
VOHBURG,Gdynia,Oslo,2022-01-14 22:59:00+00:00,2022-01-16 12:48:00+00:00,54.5164982,18.5402738,59.9133301,10.7389701
BALTIC AMELIE,Sandnes,Håvik,2022-01-13 08:15:00+00:00,2022-01-13 12:25:00+00:00,58.983132,6.394641,59.3199898,5.2893224
NYVING,Årdal - Hjelmeland,Skogsvåg,2022-01-10 14:30:00+00:00,2022-01-11 05:00:00+00:00,59.1508412,6.1811957,60.2617323,5.110015
KYRAKATINGO,Sture,Kalundborg,2022-01-16 06:48:00+00:00,2022-01-16 23:00:00+00:00,44.08056,16.61222,55.6833793,11.0993619
HARALD MARTIN,Stokmarknes,Dyrøyhamn,2022-01-12 17:30:00+00:00,2022-01-13 07:00:00+00:00,68.5670003,14.9133484,69.0115172,17.4347793
MAUD,Harwich,Stavanger,2022-01-12 22:59:00+00:00,2022-01-14 13:00:00+00:00,51.9445801,1.2898522,58.9699675,5.7318101
KEY EAST,Mårnesskagen Ankring,Myre-Øksnes,2022-01-13 14:00:00+00:00,2022-01-14 05:00:00+00:00,,,68.9148944,15.0890843
ENNY,Aabenraa,Wismar,2022-01-13 20:00:00+00:00,2022-01-14 07:45:00+00:00,55.0446228,9.4209667,53.8909832,11.4647932
RIPNES,Husøy - Karmøy,Husøy - Karmøy,2022-01-13 04:00:00+00:00,2022-01-14 05:00:00+00:00,59.3403428,5.3070642,59.3403428,5.3070642
RO FORTUNE,Tromsø,Digermulen,2022-01-12 14:30:00+00:00,2022-01-13 05:00:00+00:00,69.6516345,18.9558585,68.3133557,14.9872337
NORMAND FORTUNE,Ekofisk,Risavika,2022-01-13 23:50:00+00:00,2022-01-14 19:15:00+00:00,56.5470118,3.2175015,58.9266035,5.598135
NACC ANTIGUA,Zonguldak,Brevik,2022-01-02 19:06:00+00:00,2022-01-17 08:00:00+00:00,41.250324,31.8389738,59.3474836,18.2043939
NAVIGATOR PROMINENCE,Frierfjorden Ankring,Rafnes,2022-01-13 22:30:00+00:00,2022-01-13 23:00:00+00:00,,,59.1027833,9.5788944
REM STAR,Offshoreinst. Nordsjøen,Sløvåg Industriområde,2022-01-11 14:00:00+00:00,2022-01-11 22:00:00+00:00,,,,
WILSON LEER,Lillesand,Ramsvika,2022-01-11 15:15:00+00:00,2022-01-13 17:00:00+00:00,58.1161123,8.4403257,68.1163389,13.6542778
COMABAR,Risavika,Storesund,2022-01-11 22:00:00+00:00,2022-01-12 02:00:00+00:00,58.9266035,5.598135,60.316757,4.984269
TAUPO,Kvernhusvika,Kvernhusvika,2022-01-08 21:00:00+00:00,2022-01-09 10:25:00+00:00,63.6372556,8.7999,63.6372556,8.7999
EIDSVAAG MARIN,Vågsfjorden,Gunhildvågen,2022-01-12 04:30:00+00:00,2022-01-12 08:00:00+00:00,68.9470477,16.9622026,61.5855145,5.0112195
CONSTANCE,Oslo,"Ukjent lokasjon, ukjent land",2022-01-16 23:24:00+00:00,2022-01-19 11:59:00+00:00,59.9133301,10.7389701,,
UBC CORK,Risavika,Brevik,2022-01-13 01:48:00+00:00,2022-01-13 18:00:00+00:00,58.9266035,5.598135,59.3474836,18.2043939
GEIR TORE H,Tjeldsundet,Stokmarknes,2022-01-11 22:00:00+00:00,2022-01-12 08:45:00+00:00,68.5583758,16.329975,68.5670003,14.9133484
NYFJELL,Bergen,Kollsnes Øst,2022-01-12 11:00:00+00:00,2022-01-12 13:00:00+00:00,60.3943055,5.3259192,,
SAMSKIP KVITBJORN,Mosjøen,Harstad ,2022-01-12 14:15:00+00:00,2022-01-13 09:00:00+00:00,65.8375342,13.1892098,,
STRIL MAR,Nordsjøen,Florø,2022-01-13 03:00:00+00:00,2022-01-13 08:00:00+00:00,56.00276,3.000129,61.6002583,5.0349596
HORISONT III,Kristiansand,Kristiansand,2022-01-10 08:31:00+00:00,2022-01-12 21:13:00+00:00,58.0856276,7.931858,58.0856276,7.931858
LEIRO,Freifjorden 1 Ankring,Helle - Forsand,2022-01-14 22:59:00+00:00,2022-01-16 19:15:00+00:00,,,58.8628,6.14924
FALKSUND,Bøvågen - Karmøy,Storesund,2022-01-13 09:00:00+00:00,2022-01-13 09:35:00+00:00,59.3627366,5.2938429,60.316757,4.984269
SKANDI FLORA,Stavanger,Offshoreinst. Nordsjøen,2022-01-13 11:50:00+00:00,2022-01-14 05:00:00+00:00,58.9699675,5.7318101,,
KADRI,Molde,Södertälje,2022-01-18 11:00:00+00:00,2022-01-21 03:00:00+00:00,62.6016257,8.1386208,59.1964289,17.6271663
UGLEN,Stavanger,Forsand,2022-01-13 12:15:00+00:00,2022-01-13 14:50:00+00:00,58.9699675,5.7318101,58.9003299,6.0979566
VIKINGBANK,Husøy - Karmøy,Nordsjøen,2022-01-13 13:00:00+00:00,2022-01-14 05:12:00+00:00,59.3403428,5.3070642,56.00276,3.000129
KARMSUND,Tyborøn,Oslo,2022-01-15 09:55:00+00:00,2022-01-16 18:40:00+00:00,55.6877306,12.4743557,59.9133301,10.7389701
COMABAR,Storesund,Dusavik,2022-01-13 18:00:00+00:00,2022-01-13 20:00:00+00:00,60.316757,4.984269,58.9971222,5.6656063
STAVANGERFJORD,Florø,Florø,2022-01-15 14:30:00+00:00,2022-01-15 15:00:00+00:00,61.6002583,5.0349596,61.6002583,5.0349596
RO FJORD,Kalvneset,Eggesbønes,2022-01-11 17:00:00+00:00,2022-01-11 21:30:00+00:00,61.600292,5.015865,62.321442,5.655779
OTTO SVERDRUP,Brønnøysund,Harstad ,2022-01-15 18:00:00+00:00,2022-01-16 12:00:00+00:00,65.4748755,12.2116394,,
ROHAV,Brekke,Ortnevik,2022-01-10 06:30:00+00:00,2022-01-10 08:50:00+00:00,59.9667451,10.7700746,61.1082581,6.1312992
ELBSAILOR,Bremerhaven,Kristiansand,2022-01-14 08:44:00+00:00,2022-01-15 02:10:00+00:00,53.5505392,8.5851945,58.0856276,7.931858
OLYMPIC ENERGY,Dusavik,Sandnes,2022-01-12 12:00:00+00:00,2022-01-12 14:00:00+00:00,58.9971222,5.6656063,58.983132,6.394641
FJORDSTRAUM,Antwerpen,Dusavik,2022-01-12 18:30:00+00:00,2022-01-14 15:30:00+00:00,51.2211097,4.3997081,58.9971222,5.6656063
SC CONNECTOR,Risavika,Husnes,2022-01-13 05:45:00+00:00,2022-01-13 10:30:00+00:00,58.9266035,5.598135,59.8609617,5.7563039
BELTNES,Nordenham,Breiviga,2022-01-12 18:00:00+00:00,2022-01-13 23:30:00+00:00,53.4973636,8.4820227,58.0329342,7.2553761
PEAK SAUDA,Sauda,Kvinesdal,2022-01-13 13:20:00+00:00,2022-01-14 04:20:00+00:00,59.704566,6.4620938,58.5181307,6.953961
HORDAFOR III,Måløy,Salthella,2022-01-11 16:30:00+00:00,2022-01-12 21:00:00+00:00,61.9336888,5.1129133,60.2319361,6.5667918
MONSUN SR,Kristiansand,Kristiansand,2022-01-09 18:00:00+00:00,2022-01-13 04:20:00+00:00,58.0856276,7.931858,58.0856276,7.931858
ADVANTAGE AWARD,Göteborg,Sture,2022-01-04 11:36:00+00:00,2022-01-15 02:00:00+00:00,57.7072326,11.9670171,44.08056,16.61222
ENERGIZER,Brevik,Rotterdam,2022-01-15 13:00:00+00:00,2022-01-16 19:00:00+00:00,59.3474836,18.2043939,51.9244424,4.47775
NORMAND SERENADE,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-13 09:20:00+00:00,2022-01-13 16:00:00+00:00,,,,
MERCATOR,Randaberg,Husøy - Karmøy,2022-01-13 11:30:00+00:00,2022-01-13 16:00:00+00:00,59.0210666,5.5648766,59.3403428,5.3070642
